tempo,direita,esquerda
6322,29.58,33.739
6323,29.614,33.73
6324,29.697,33.716
6325,29.584,33.697
6326,29.667,33.702
6327,29.58,33.711
6328,29.492,33.833
6329,29.453,33.725
6330,29.594,33.711
6331,29.604,33.688
6332,29.57,33.678
6333,29.584,33.622
6334,29.526,33.655
6335,29.482,33.631
6336,29.487,33.645
6337,29.482,33.598
6338,29.492,33.678
6339,29.521,33.631
6340,29.526,33.622
6341,29.482,33.659
6342,29.575,33.655
6343,29.575,33.669
6344,29.555,33.692
6345,29.418,33.73
6346,29.36,33.673
6347,29.374,33.645
6348,29.448,33.636
6349,29.477,33.622
6350,29.453,33.702
6351,29.414,33.612
6352,29.448,33.688
6353,29.487,33.72
6354,29.482,33.655
6355,29.536,33.659
6356,29.472,33.711
6357,29.404,33.659
6358,29.374,33.655
6359,29.394,33.683
6360,29.453,33.683
6361,29.467,33.702
6362,29.516,33.655
6363,29.516,33.631
6364,29.438,33.697
6365,29.506,33.702
6366,29.448,33.678
6367,29.467,33.678
6368,29.453,33.706
6369,29.467,33.608
6370,29.418,33.598
6371,29.584,33.655
6372,29.453,33.744
6373,29.511,33.659
6374,29.467,33.673
6375,29.448,33.594
6376,29.443,33.645
6377,29.389,33.669
6378,29.365,33.702
6379,29.428,33.673
6380,29.399,33.659
6381,29.487,33.697
6382,29.443,33.692
6383,29.399,33.791
6384,29.487,33.673
6385,29.428,33.706
6386,29.506,33.645
6387,29.477,33.786
6388,29.521,33.763
6389,29.501,33.673
6390,29.472,33.673
6391,29.404,33.725
6392,29.545,33.706
6393,29.458,33.697
6394,29.394,33.73
6395,29.482,33.73
6396,29.374,33.655
6397,29.462,33.697
6398,29.438,33.805
6399,29.487,33.749
6400,29.545,33.716
6401,29.536,33.72
6402,29.492,33.735
6403,29.516,33.678
6404,29.516,33.725
6405,29.594,33.711
6406,29.57,33.814
6407,29.575,33.72
6408,29.453,33.72
6409,29.418,33.758
6410,29.516,33.73
6411,29.384,33.688
6412,29.433,33.763
6413,29.389,33.725
6414,29.443,33.678
6415,29.472,33.659
6416,29.511,33.65
6417,29.526,33.749
6418,29.521,33.706
6419,29.462,33.65
6420,29.433,33.673
6421,29.516,33.753
6422,29.467,33.692
6423,29.453,33.72
6424,29.467,33.659
6425,29.521,33.589
6426,29.511,33.612
6427,29.438,33.622
6428,29.462,33.626
6429,29.501,33.673
6430,29.37,33.636
6431,29.506,33.645
6432,29.482,33.575
6433,29.467,33.546
6434,29.418,33.603
6435,29.482,33.608
6436,29.384,33.636
6437,29.404,33.659
6438,29.492,33.626
6439,29.575,33.678
6440,29.448,33.664
6441,29.497,33.551
6442,29.453,33.622
6443,29.501,33.631
6444,29.462,33.669
6445,29.531,33.678
6446,29.526,33.641
6447,29.409,33.631
6448,29.482,33.655
6449,29.511,33.622
6450,29.477,33.702
6451,29.472,33.688
6452,29.428,33.692
6453,29.462,33.65
6454,29.423,33.631
6455,29.423,33.622
6456,29.458,33.659
6457,29.501,33.678
6458,29.541,33.598
6459,29.423,33.631
6460,29.472,33.622
6461,29.492,33.678
6462,29.589,33.758
6463,29.467,33.725
6464,29.448,33.65
6465,29.477,33.636
6466,29.418,33.617
6467,29.521,33.641
6468,29.531,33.641
6469,29.423,33.645
6470,29.423,33.612
6471,29.374,33.608
6472,29.443,33.575
6473,29.37,33.612
6474,29.389,33.641
6475,29.423,33.594
6476,29.414,33.641
6477,29.477,33.673
6478,29.394,33.631
6479,29.458,33.608
6480,29.36,33.603
6481,29.345,33.65
6482,29.482,33.622
6483,29.36,33.636
6484,29.399,33.683
6485,29.321,33.598
6486,29.423,33.744
6487,29.36,33.688
6488,29.306,33.636
6489,29.443,33.594
6490,29.467,33.612
6491,29.536,33.631
6492,29.414,33.57
6493,29.404,33.626
6494,29.345,33.584
6495,29.414,33.579
6496,29.374,33.598
6497,29.428,33.641
6498,29.467,33.645
6499,29.438,33.594
6500,29.423,33.659
6501,29.345,33.612
6502,29.379,33.589
6503,29.379,33.598
6504,29.35,33.673
6505,29.379,33.683
6506,29.365,33.692
6507,29.36,33.471
6508,29.306,33.65
6509,29.448,33.669
6510,29.448,33.659
6511,29.477,33.622
6512,29.433,33.603
6513,29.453,33.57
6514,29.458,33.575
6515,29.497,33.636
6516,29.423,33.612
6517,29.453,33.598
6518,29.497,33.594
6519,29.453,33.678
6520,29.453,33.598
6521,29.521,33.617
6522,29.521,33.659
6523,29.448,33.641
6524,29.448,33.622
6525,29.423,33.636
6526,29.448,33.626
6527,29.404,33.565
6528,29.414,33.575
6529,29.394,33.589
6530,29.394,33.641
6531,29.399,33.636
6532,29.428,33.579
6533,29.458,33.57
6534,29.472,33.594
6535,29.492,33.542
6536,29.374,33.659
6537,29.423,33.575
6538,29.404,33.608
6539,29.301,33.594
6540,29.399,33.584
6541,29.365,33.598
6542,29.394,33.589
6543,29.448,33.542
6544,29.418,33.603
6545,29.36,33.631
6546,29.272,33.608
6547,29.262,33.617
6548,29.35,33.626
6549,29.418,33.579
6550,29.36,33.631
6551,29.296,33.575
6552,29.321,33.57
6553,29.286,33.537
6554,29.36,33.556
6555,29.37,33.546
6556,29.33,33.551
6557,29.355,33.594
6558,29.374,33.589
6559,29.384,33.655
6560,29.379,33.659
6561,29.389,33.641
6562,29.399,33.579
6563,29.389,33.594
6564,29.414,33.603
6565,29.394,33.598
6566,29.335,33.594
6567,29.409,33.561
6568,29.418,33.561
6569,29.296,33.537
6570,29.34,33.641
6571,29.438,33.561
6572,29.521,33.556
6573,29.472,33.673
6574,29.448,33.659
6575,29.379,33.645
6576,29.448,33.636
6577,29.438,33.584
6578,29.423,33.622
6579,29.379,33.612
6580,29.399,33.626
6581,29.311,33.612
6582,29.414,33.692
6583,29.37,33.532
6584,29.277,33.636
6585,29.291,33.594
6586,29.492,33.575
6587,29.458,33.556
6588,29.423,33.556
6589,29.414,33.551
6590,29.394,33.518
6591,29.531,33.608
6592,29.458,33.584
6593,29.409,33.598
6594,29.389,33.575
6595,29.477,33.659
6596,29.345,33.612
6597,29.428,33.664
6598,29.443,33.645
6599,29.389,33.608
6600,29.423,33.626
6601,29.428,33.65
6602,29.477,33.758
6603,29.487,33.725
6604,29.428,33.706
6605,29.555,33.744
6606,29.526,33.711
6607,29.487,33.594
6608,29.492,33.669
6609,29.428,33.617
6610,29.472,33.65
6611,29.399,33.655
6612,29.409,33.678
6613,29.35,33.495
6614,29.384,33.631
6615,29.541,33.72
6616,29.462,33.772
6617,29.428,33.673
6618,29.458,33.678
6619,29.365,33.716
6620,29.35,33.688
6621,29.414,33.673
6622,29.448,33.697
6623,29.399,33.664
6624,29.374,33.692
6625,29.497,33.782
6626,29.55,33.843
6627,29.536,33.829
6628,29.497,33.8
6629,29.492,33.814
6630,29.487,33.819
6631,29.497,33.777
6632,29.462,33.829
6633,29.497,33.749
6634,29.477,33.782
6635,29.482,33.805
6636,29.648,33.805
6637,29.497,33.782
6638,29.555,33.88
6639,29.599,33.913
6640,29.589,33.838
6641,29.487,33.899
6642,29.472,33.852
6643,29.497,33.829
6644,29.467,33.843
6645,29.526,33.8
6646,29.526,33.847
6647,29.379,33.8
6648,29.487,33.819
6649,29.458,33.843
6650,29.531,33.88
6651,29.448,33.904
6652,29.414,33.843
6653,29.516,33.922
6654,29.418,33.829
6655,29.462,33.852
6656,29.55,33.899
6657,29.414,33.852
6658,29.477,33.838
6659,29.521,33.838
6660,29.575,33.767
6661,29.433,33.847
6662,29.428,33.829
6663,29.511,33.875
6664,29.545,33.951
6665,29.497,33.993
6666,29.477,33.936
6667,29.487,33.838
6668,29.458,33.866
6669,29.467,33.866
6670,29.511,33.824
6671,29.379,33.819
6672,29.409,33.908
6673,29.418,33.894
6674,29.541,33.824
6675,29.477,33.81
6676,29.55,33.81
6677,29.516,33.772
6678,29.433,33.847
6679,29.531,33.861
6680,29.482,33.8
6681,29.409,33.861
6682,29.433,33.852
6683,29.501,33.847
6684,29.516,33.861
6685,29.487,33.861
6686,29.433,33.824
6687,29.355,33.8
6688,29.37,33.716
6689,29.282,33.706
6690,29.291,33.65
6691,29.326,33.716
6692,29.36,33.73
6693,29.321,33.777
6694,29.355,33.683
6695,29.37,33.683
6696,29.394,33.641
6697,29.164,33.772
6698,29.218,33.739
6699,29.223,33.65
6700,29.208,33.641
6701,29.404,33.659
6702,29.296,33.631
6703,29.311,33.655
6704,29.326,33.641
6705,29.257,33.739
6706,29.252,33.65
6707,29.296,33.664
6708,29.301,33.697
6709,29.321,33.692
6710,29.252,33.697
6711,29.277,33.641
6712,29.301,33.655
6713,29.247,33.65
6714,29.179,33.673
6715,29.326,33.626
6716,29.296,33.692
6717,29.218,33.655
6718,29.198,33.65
6719,29.237,33.65
6720,29.277,33.645
6721,29.291,33.631
6722,29.301,33.631
6723,29.306,33.758
6724,29.272,33.72
6725,29.237,33.65
6726,29.277,33.683
6727,29.14,33.65
6728,29.33,33.645
6729,29.296,33.702
6730,29.335,33.688
6731,29.262,33.716
6732,29.286,33.655
6733,29.291,33.608
6734,29.193,33.692
6735,29.218,33.617
6736,29.164,33.678
6737,29.252,33.622
6738,29.169,33.645
6739,29.164,33.622
6740,29.193,33.622
6741,29.262,33.65
6742,29.296,33.669
6743,29.282,33.65
6744,29.252,33.659
6745,29.252,33.673
6746,29.164,33.626
6747,29.179,33.678
6748,29.33,33.608
6749,29.233,33.626
6750,29.301,33.711
6751,29.198,33.711
6752,29.13,33.678
6753,29.076,33.767
6754,29.125,33.725
6755,29.291,33.786
6756,29.267,33.758
6757,29.277,33.645
6758,29.228,33.655
6759,29.213,33.65
6760,29.164,33.711
6761,29.213,33.622
6762,29.189,33.65
6763,29.091,33.641
6764,29.213,33.659
6765,29.291,33.594
6766,29.149,33.669
6767,29.14,33.65
6768,29.159,33.659
6769,29.218,33.753
6770,29.179,33.739
6771,29.032,33.711
6772,29.095,33.702
6773,29.218,33.673
6774,29.159,33.655
6775,29.164,33.744
6776,29.311,33.711
6777,29.306,33.73
6778,29.218,33.683
6779,29.237,33.73
6780,29.213,33.725
6781,29.301,33.711
6782,29.12,33.782
6783,29.105,33.782
6784,29.105,33.772
6785,29.1,33.735
6786,29.169,33.702
6787,29.13,33.683
6788,29.184,33.645
6789,29.115,33.678
6790,29.095,33.716
6791,29.046,33.655
6792,29.203,33.702
6793,29.091,33.725
6794,29.184,33.683
6795,29.213,33.702
6796,29.286,33.636
6797,29.071,33.706
6798,29.056,33.716
6799,29.115,33.608
6800,29.105,33.659
6801,29.233,33.641
6802,29.262,33.706
6803,29.159,33.73
6804,29.189,33.767
6805,29.184,33.744
6806,29.321,33.763
6807,29.321,33.786
6808,29.252,33.73
6809,29.267,33.739
6810,29.213,33.805
6811,29.233,33.782
6812,29.277,33.782
6813,29.267,33.753
6814,29.208,33.772
6815,29.179,33.753
6816,29.208,33.791
6817,29.193,33.81
6818,29.218,33.735
6819,29.179,33.735
6820,29.061,33.725
6821,29.066,33.791
6822,29.174,33.847
6823,29.208,33.8
6824,29.237,33.786
6825,29.184,33.805
6826,29.203,33.796
6827,29.223,33.824
6828,29.277,33.791
6829,29.267,33.744
6830,29.291,33.749
6831,29.311,33.744
6832,29.198,33.72
6833,29.35,33.786
6834,29.154,33.772
6835,29.144,33.716
6836,29.193,33.739
6837,29.311,33.735
6838,29.193,33.683
6839,29.164,33.725
6840,29.164,33.697
6841,29.135,33.829
6842,29.179,33.796
6843,29.174,33.777
6844,29.296,33.753
6845,29.208,33.725
6846,29.179,33.744
6847,29.164,33.767
6848,29.135,33.758
6849,29.125,33.857
6850,29.13,33.749
6851,29.144,33.786
6852,29.13,33.786
6853,29.144,33.791
6854,29.149,33.786
6855,29.179,33.725
6856,29.164,33.688
6857,29.032,33.735
6858,29.11,33.791
6859,29.144,33.758
6860,29.066,33.669
6861,29.086,33.725
6862,29.076,33.72
6863,29.208,33.772
6864,29.042,33.749
6865,29.262,33.758
6866,29.223,33.706
6867,29.203,33.73
6868,29.14,33.758
6869,29.208,33.758
6870,29.208,33.791
6871,29.12,33.782
6872,29.091,33.744
6873,29.095,33.753
6874,29.159,33.791
6875,29.189,33.725
6876,29.135,33.758
6877,29.13,33.758
6878,28.997,33.767
6879,28.997,33.673
6880,29.193,33.706
6881,29.11,33.777
6882,29.159,33.753
6883,29.159,33.8
6884,29.189,33.73
6885,29.12,33.758
6886,29.056,33.814
6887,29.159,33.857
6888,29.144,33.777
6889,29.14,33.824
6890,29.179,33.796
6891,29.091,33.72
6892,29.144,33.777
6893,29.13,33.786
6894,29.13,33.843
6895,29.051,33.843
6896,29.012,33.744
6897,29.051,33.786
6898,29.007,33.777
6899,28.963,33.758
6900,29.007,33.81
6901,29.017,33.739
6902,29.056,33.772
6903,29.042,33.758
6904,29.061,33.805
6905,28.997,33.782
6906,29.159,33.777
6907,29.091,33.782
6908,28.958,33.772
6909,29.076,33.739
6910,29.11,33.772
6911,29.105,33.753
6912,29.091,33.829
6913,29.1,33.819
6914,29.076,33.664
6915,29.081,33.805
6916,29.056,33.777
6917,29.027,33.857
6918,29.012,33.814
6919,28.988,33.758
6920,28.983,33.81
6921,29.149,33.965
6922,29.056,33.965
6923,29.189,33.941
6924,29.326,33.969
6925,29.037,33.913
6926,29.125,33.951
6927,29.174,33.922
6928,29.208,33.96
6929,29.179,33.904
6930,29.286,33.89
6931,29.115,33.927
6932,29.14,33.922
6933,29.257,33.946
6934,29.208,33.96
6935,29.252,33.974
6936,29.149,33.927
6937,29.1,33.96
6938,29.164,33.951
6939,29.203,33.908
6940,29.14,33.88
6941,29.115,33.979
6942,29.272,34.058
6943,29.252,34.026
6944,29.301,34.119
6945,29.252,33.988
6946,29.154,33.997
6947,29.159,33.932
6948,29.164,33.983
6949,29.081,33.979
6950,29.159,33.96
6951,29.174,33.918
6952,29.169,33.946
6953,29.091,33.955
6954,29.125,33.951
6955,29.11,33.941
6956,29.213,34.016
6957,29.252,33.965
6958,29.11,33.988
6959,29.086,33.969
6960,29.095,34.044
6961,29.159,34.03
6962,29.1,34.049
6963,29.12,34.026
6964,29.086,33.983
6965,29.13,34.04
6966,29.203,33.983
6967,29.193,33.993
6968,29.228,33.946
6969,29.154,33.904
6970,29.149,33.946
6971,29.247,34.035
6972,29.247,33.974
6973,29.154,34.002
6974,29.061,34.049
6975,29.144,34.04
6976,29.105,33.932
6977,29.061,34.044
6978,29.189,34.133
6979,29.257,34.002
6980,29.154,34.04
6981,29.169,34.049
6982,29.34,34.077
6983,29.316,34.007
6984,29.355,34.011
6985,29.252,33.988
6986,29.277,34.068
6987,29.252,34.068
6988,29.252,34.044
6989,29.282,34.063
6990,29.272,34.086
6991,29.233,33.993
6992,29.247,34.096
6993,29.218,34.049
6994,29.144,34.016
6995,29.198,33.983
6996,29.252,33.974
6997,29.193,34.04
6998,29.169,34.054
6999,29.091,33.988
7000,29.174,34.058
7001,29.247,34.044
7002,29.282,34.096
7003,29.228,34.091
7004,29.262,34.082
7005,29.203,34.072
7006,29.394,33.997
7007,29.335,33.951
7008,29.282,33.955
7009,29.272,33.983
7010,29.291,34.054
7011,29.365,34.11
7012,29.257,34.208
7013,29.33,34.082
7014,29.316,34.091
7015,29.184,34.11
7016,29.198,34.1
7017,29.267,34.077
7018,29.203,33.96
7019,29.159,34.049
7020,29.12,34.072
7021,29.154,34.072
7022,29.247,34.04
7023,29.193,34.082
7024,29.11,34.091
7025,29.208,34.082
7026,29.277,34.058
7027,29.086,34.091
7028,29.257,34.03
7029,29.13,34.035
7030,29.228,34.086
7031,29.198,34.143
7032,29.296,34.007
7033,29.252,34.054
7034,29.233,33.979
7035,29.326,34.044
7036,29.247,34.157
7037,29.169,34.072
7038,29.282,33.965
7039,29.247,33.988
7040,29.189,33.997
7041,29.13,34.086
7042,29.144,34.091
7043,29.12,34.054
7044,29.189,33.96
7045,29.218,34.091
7046,29.223,33.997
7047,29.159,34.03
7048,29.086,34.016
7049,29.14,34.007
7050,29.164,34.002
7051,29.091,34.002
7052,29.149,34.049
7053,29.144,34.082
7054,29.11,33.979
7055,29.144,33.988
7056,29.164,34.03
7057,29.184,34.054
7058,29.228,34.124
7059,29.115,34.002
7060,29.193,34.054
7061,29.051,34.068
7062,29.091,34.026
7063,29.159,34.03
7064,29.14,34.199
7065,29.115,34.11
7066,29.203,34.03
7067,29.198,34.007
7068,29.184,33.899
7069,29.11,33.918
7070,29.159,33.979
7071,29.13,33.969
7072,29.12,34.049
7073,29.237,34.171
7074,29.208,34.119
7075,29.208,34.049
7076,29.218,34.044
7077,29.115,34.082
7078,29.169,34.026
7079,29.277,34.105
7080,29.213,34.058
7081,29.071,34.072
7082,29.076,34.044
7083,29.169,34.007
7084,29.091,34.054
7085,29.11,34.072
7086,29.095,34.105
7087,29.12,34.068
7088,29.149,34.105
7089,29.12,34.068
7090,29.159,34.054
7091,29.13,34.096
7092,29.135,34.072
7093,29.198,34.086
7094,29.066,34.143
7095,29.032,34.124
7096,29.125,34.115
7097,29.037,34.129
7098,29.203,34.086
7099,29.208,34.054
7100,29.12,34.054
7101,29.159,34.086
7102,29.115,34.049
7103,29.1,34.063
7104,29.13,34.115
7105,29.086,34.072
7106,29.091,34.026
7107,29.081,34.035
7108,29.027,34.03
7109,29.12,34.068
7110,29.144,34.011
7111,29.228,34.026
7112,29.081,34.03
7113,29.066,34.016
7114,29.086,33.988
7115,29.154,33.993
7116,29.1,34.021
7117,29.179,34.026
7118,29.071,34.021
7119,29.086,34.011
7120,29.076,34.011
7121,29.213,34.063
7122,29.149,34.058
7123,29.193,34.105
7124,28.968,34.016
7125,29.081,34.044
7126,29.13,34.058
7127,29.228,34.021
7128,29.189,34.026
7129,29.14,34.077
7130,29.252,34.086
7131,29.189,34.044
7132,29.095,34.119
7133,29.237,34.058
7134,29.164,34.016
7135,29.081,34.021
7136,29.1,34.058
7137,29.13,34.04
7138,29.042,34.077
7139,29.042,34.077
7140,29.051,34.021
7141,29.115,34.068
7142,29.091,34.044
7143,29.179,34.175
7144,29.115,34.082
7145,29.12,34.105
7146,29.11,34.068
7147,29.1,34.091
7148,29.179,34.063
7149,29.071,34.096
7150,29.091,34.1
7151,29.105,34.11
7152,29.135,34.058
7153,29.14,34.049
7154,29.203,34.03
7155,29.189,34.021
7156,29.076,34.133
7157,29.282,34.129
7158,29.208,34.189
7159,29.291,34.129
7160,29.228,34.124
7161,29.306,34.194
7162,29.125,34.096
7163,29.233,34.138
7164,29.174,34.143
7165,29.193,34.115
7166,29.144,34.124
7167,29.149,34.124
7168,29.032,34.232
7169,29.125,34.138
7170,29.11,34.133
7171,29.032,34.171
7172,29.179,34.157
7173,29.125,34.082
7174,29.135,34.054
7175,29.154,34.147
7176,29.086,34.11
7177,29.184,34.199
7178,29.105,34.25
7179,29.189,34.166
7180,29.203,34.222
7181,29.135,34.208
7182,29.169,34.143
7183,29.184,34.133
7184,29.198,34.096
7185,29.14,34.11
7186,29.203,34.157
7187,29.091,34.147
7188,29.135,34.096
7189,29.247,34.166
7190,29.159,34.129
7191,29.223,34.157
7192,29.213,34.077
7193,29.12,34.119
7194,29.164,34.157
7195,29.056,34.138
7196,29.164,34.129
7197,29.159,34.161
7198,29.144,34.091
7199,29.125,34.063
7200,29.144,34.143
7201,29.095,34.096
7202,29.233,34.096
7203,29.086,34.1
7204,29.1,34.138
7205,29.13,34.115
7206,29.125,34.096
7207,29.135,34.002
7208,29.159,34.091
7209,29.13,34.068
7210,29.13,34.03
7211,29.14,34.044
7212,29.12,34.03
7213,29.017,34.086
7214,29.149,34.11
7215,29.12,34.091
7216,29.184,34.063
7217,29.144,34.063
7218,29.051,34.068
7219,29.051,33.974
7220,29.174,34.049
7221,29.13,34.068
7222,29.11,34.072
7223,29.193,34.072
7224,29.208,34.058
7225,29.125,34.068
7226,29.149,34.147
7227,29.066,34.1
7228,29.14,34.119
7229,29.135,34.124
7230,29.12,34.091
7231,29.169,34.129
7232,29.125,34.11
7233,29.086,34.124
7234,29.12,34.096
7235,29.125,34.044
7236,29.115,34.03
7237,29.14,34.096
7238,29.091,34.03
7239,29.149,34.04
7240,29.027,34.054
7241,29.076,34.086
7242,29.105,34.077
7243,29.081,34.058
7244,29.125,34.04
7245,29.169,33.988
7246,29.218,34.026
7247,29.037,33.988
7248,29.056,33.993
7249,28.978,33.965
7250,29.022,33.993
7251,29.086,33.997
7252,29.022,33.969
7253,29.115,33.965
7254,29.11,34.011
7255,29.061,33.965
7256,29.051,33.946
7257,29.022,34.002
7258,29.032,33.974
7259,29.066,33.899
7260,29.051,33.904
7261,29.237,33.936
7262,29.169,33.941
7263,29.115,33.824
7264,29.12,33.875
7265,29.189,33.88
7266,29.12,33.918
7267,29.1,34.035
7268,29.13,33.955
7269,29.032,33.965
7270,29.056,33.965
7271,29.11,33.951
7272,29.032,33.983
7273,29.071,33.866
7274,29.125,33.796
7275,29.125,33.866
7276,29.007,33.908
7277,28.997,33.922
7278,29.007,33.866
7279,29.125,33.913
7280,29.095,33.88
7281,28.993,33.932
7282,28.963,33.913
7283,29.071,33.894
7284,29.115,33.904
7285,29.105,33.908
7286,29.002,33.899
7287,28.958,33.875
7288,29.066,33.922
7289,29.022,33.927
7290,29.115,33.885
7291,29.042,33.89
7292,29.071,33.875
7293,29.13,33.857
7294,29.046,33.871
7295,29.027,33.88
7296,29.046,33.857
7297,28.988,34.007
7298,28.934,33.908
7299,29.042,33.861
7300,29.1,33.913
7301,29.002,33.885
7302,28.939,33.904
7303,29.017,33.894
7304,29.051,33.885
7305,28.958,33.838
7306,28.953,33.871
7307,29.115,33.913
7308,29.1,33.899
7309,29.022,33.927
7310,28.968,33.875
7311,29.002,33.894
7312,28.968,33.861
7313,28.943,33.89
7314,28.914,33.904
7315,28.988,33.824
7316,29.051,33.927
7317,28.929,33.932
7318,28.86,33.932
7319,28.919,33.918
7320,28.914,33.913
7321,28.963,33.988
7322,29.002,33.908
7323,29.022,33.861
7324,29.046,33.838
7325,29.032,33.89
7326,28.953,33.885
7327,28.948,33.918
7328,28.958,33.861
7329,28.983,33.899
7330,28.978,33.927
7331,28.997,33.824
7332,28.968,33.843
7333,28.983,33.843
7334,29.017,33.875
7335,28.983,33.861
7336,28.968,33.871
7337,29.027,33.847
7338,29.046,33.904
7339,29.007,33.941
7340,29.012,33.922
7341,28.968,33.866
7342,28.929,33.885
7343,28.948,33.89
7344,28.968,33.852
7345,29.037,33.843
7346,28.988,33.73
7347,29.002,33.805
7348,28.919,33.857
7349,28.993,33.861
7350,29.002,33.861
7351,29.022,33.89
7352,29.061,33.833
7353,28.845,33.847
7354,28.904,33.875
7355,29.022,33.861
7356,28.988,33.847
7357,28.968,33.796
7358,28.909,33.875
7359,29.037,33.871
7360,28.993,33.857
7361,28.988,33.857
7362,29.056,33.96
7363,29.027,33.88
7364,29.012,33.847
7365,29.061,33.89
7366,28.899,33.805
7367,29.002,33.88
7368,29.002,33.838
7369,29.002,33.805
7370,29.017,33.927
7371,29.1,33.932
7372,29.135,33.951
7373,29.051,33.894
7374,29.002,33.847
7375,29.046,33.922
7376,29.086,33.852
7377,28.963,33.852
7378,28.978,33.899
7379,29.017,33.941
7380,29.086,33.871
7381,29.027,33.904
7382,28.948,33.894
7383,28.997,33.927
7384,28.934,33.899
7385,29.046,33.89
7386,29.071,34.063
7387,29.051,33.885
7388,29.022,33.941
7389,28.958,33.955
7390,28.968,33.871
7391,28.929,33.88
7392,28.993,33.861
7393,28.997,33.866
7394,28.997,33.814
7395,28.983,33.805
7396,29.027,33.88
7397,28.973,33.894
7398,28.983,33.88
7399,28.978,33.833
7400,28.939,33.857
7401,28.983,33.843
7402,28.973,33.88
7403,29.076,33.955
7404,29.1,33.847
7405,29.086,33.852
7406,29.071,33.796
7407,28.973,33.946
7408,29.081,33.866
7409,28.948,33.875
7410,29.022,33.824
7411,29.091,33.861
7412,29.027,33.899
7413,28.988,33.857
7414,29.002,33.866
7415,29.061,33.81
7416,29.042,33.824
7417,29.027,33.843
7418,29.066,33.847
7419,29.007,33.847
7420,29.042,33.871
7421,29.037,33.861
7422,29.12,33.861
7423,29.071,33.894
7424,29.046,33.786
7425,28.993,33.852
7426,29.017,33.885
7427,29.017,33.899
7428,29.007,33.772
7429,28.997,33.838
7430,28.978,33.838
7431,28.929,33.796
7432,28.929,33.782
7433,29.007,33.786
7434,29.051,33.819
7435,28.983,33.833
7436,28.963,33.824
7437,28.889,33.838
7438,28.973,33.772
7439,28.963,33.8
7440,28.963,33.73
7441,28.963,33.763
7442,28.894,33.749
7443,28.86,33.772
7444,28.835,33.782
7445,28.865,33.758
7446,28.909,33.739
7447,28.875,33.814
7448,28.86,33.838
7449,28.924,33.833
7450,28.904,33.852
7451,28.934,33.805
7452,28.781,33.791
7453,28.88,33.819
7454,28.929,33.861
7455,29.046,33.739
7456,28.934,33.847
7457,28.934,33.824
7458,28.865,33.749
7459,28.919,33.847
7460,28.88,33.824
7461,28.88,33.805
7462,28.914,33.819
7463,28.919,33.796
7464,28.997,33.782
7465,28.943,33.744
7466,28.993,33.838
7467,28.929,33.786
7468,28.835,33.772
7469,28.865,33.641
7470,28.801,33.744
7471,28.84,33.702
7472,28.953,33.796
7473,29.037,33.706
7474,28.904,33.735
7475,28.943,33.758
7476,28.973,33.716
7477,28.845,33.673
7478,28.786,33.692
7479,28.786,33.763
7480,28.914,33.711
7481,28.894,33.777
7482,28.993,33.796
7483,28.963,33.805
7484,28.968,33.72
7485,29.007,33.763
7486,28.939,33.72
7487,28.84,33.796
7488,28.865,33.683
7489,28.948,33.711
7490,28.948,33.711
7491,28.919,33.669
7492,28.889,33.744
7493,28.87,33.636
7494,28.983,33.73
7495,28.909,33.659
7496,28.973,33.716
7497,28.914,33.753
7498,28.943,33.777
7499,28.924,33.772
7500,28.934,33.772
7501,28.968,33.767
7502,28.929,33.843
7503,28.855,33.749
7504,28.889,33.735
7505,29.012,33.875
7506,28.963,33.81
7507,28.934,33.838
7508,28.973,33.819
7509,28.973,33.814
7510,29.051,33.814
7511,29.007,33.885
7512,29.091,33.772
7513,29.091,33.777
7514,28.929,33.824
7515,28.978,33.772
7516,28.919,33.833
7517,28.948,33.782
7518,29.012,33.814
7519,28.997,33.767
7520,29.022,33.744
7521,28.948,33.777
7522,29.091,33.786
7523,29.066,33.833
7524,29.032,33.843
7525,29.051,33.871
7526,28.904,33.824
7527,28.983,33.796
7528,28.978,33.786
7529,28.953,33.814
7530,28.914,33.857
7531,28.899,33.824
7532,28.909,33.739
7533,28.909,33.72
7534,28.973,33.735
7535,28.924,33.782
7536,28.919,33.725
7537,28.85,33.725
7538,28.796,33.744
7539,28.845,33.767
7540,29.007,33.786
7541,28.943,33.753
7542,28.973,33.725
7543,29.017,33.735
7544,28.978,33.824
7545,28.997,33.791
7546,28.914,33.838
7547,28.943,33.767
7548,28.973,33.777
7549,28.894,33.744
7550,28.939,33.758
7551,28.845,33.744
7552,29.027,33.697
7553,28.88,33.669
7554,28.894,33.739
7555,28.958,33.744
7556,28.865,33.688
7557,28.87,33.735
7558,28.835,33.645
7559,28.801,33.805
7560,28.968,33.645
7561,28.929,33.73
7562,28.939,33.763
7563,28.894,33.73
7564,28.929,33.669
7565,28.899,33.711
7566,28.909,33.725
7567,28.934,33.706
7568,28.885,33.706
7569,28.85,33.81
7570,28.845,33.758
7571,28.855,33.65
7572,28.929,33.655
7573,28.924,33.664
7574,28.86,33.612
7575,28.806,33.678
7576,28.889,33.706
7577,28.865,33.725
7578,28.973,33.594
7579,28.963,33.673
7580,28.973,33.594
7581,28.899,33.65
7582,28.919,33.702
7583,28.845,33.678
7584,28.904,33.706
7585,28.978,33.688
7586,28.875,33.608
7587,28.934,33.594
7588,28.909,33.664
7589,28.855,33.636
7590,28.84,33.673
7591,28.885,33.641
7592,28.953,33.673
