tempo,direita,esquerda
13235,34.815,34.302
13236,34.731,34.344
13237,34.642,34.367
13238,34.805,34.358
13239,34.773,34.194
13240,34.731,34.241
13241,34.74,34.246
13242,34.726,34.255
13243,34.712,34.274
13244,34.698,34.297
13245,34.708,34.194
13246,34.684,34.166
13247,34.694,34.232
13248,34.731,34.297
13249,34.838,34.292
13250,34.703,34.26
13251,34.754,34.278
13252,34.731,34.171
13253,34.778,34.217
13254,34.647,34.203
13255,34.698,34.232
13256,34.698,34.246
13257,34.726,34.232
13258,34.698,34.203
13259,34.722,34.18
13260,34.722,34.217
13261,34.642,34.246
13262,34.684,34.246
13263,34.708,34.161
13264,34.759,34.217
13265,34.712,34.208
13266,34.694,34.246
13267,34.689,34.227
13268,34.684,34.203
13269,34.703,34.26
13270,34.768,34.278
13271,34.698,34.297
13272,34.694,34.255
13273,34.67,34.138
13274,34.684,34.157
13275,34.698,34.152
13276,34.694,34.124
13277,34.698,34.189
13278,34.694,34.199
13279,34.666,34.26
13280,34.68,34.208
13281,34.698,34.213
13282,34.754,34.152
13283,34.74,34.199
13284,34.689,34.166
13285,34.698,34.227
13286,34.67,34.18
13287,34.68,34.311
13288,34.722,34.227
13289,34.675,34.185
13290,34.698,34.283
13291,34.745,34.227
13292,34.754,34.18
13293,34.773,34.306
13294,34.726,34.292
13295,34.675,34.274
13296,34.684,34.213
13297,34.684,34.185
13298,34.722,34.213
13299,34.661,34.241
13300,34.726,34.227
13301,34.74,34.185
13302,34.712,34.246
13303,34.666,34.264
13304,34.726,34.194
13305,34.694,34.25
13306,34.712,34.227
13307,34.801,34.236
13308,34.829,34.255
13309,34.805,34.302
13310,34.773,34.189
13311,34.819,34.232
13312,34.712,34.274
13313,34.778,34.306
13314,34.712,34.274
13315,34.773,34.381
13316,34.778,34.283
13317,34.731,34.288
13318,34.754,34.283
13319,34.74,34.292
13320,34.736,34.288
13321,34.773,34.241
13322,34.759,34.246
13323,34.764,34.25
13324,34.778,34.274
13325,34.703,34.292
13326,34.684,34.302
13327,34.694,34.255
13328,34.731,34.213
13329,34.782,34.292
13330,34.778,34.334
13331,34.796,34.283
13332,34.782,34.227
13333,34.796,34.246
13334,34.782,34.297
13335,34.764,34.325
13336,34.838,34.302
13337,34.773,34.358
13338,34.694,34.246
13339,34.759,34.227
13340,34.661,34.264
13341,34.778,34.362
13342,34.689,34.297
13343,34.708,34.33
13344,34.726,34.185
13345,34.754,34.241
13346,34.759,34.189
13347,34.764,34.166
13348,34.736,34.189
13349,34.745,34.283
13350,34.759,34.274
13351,34.75,34.32
13352,34.722,34.246
13353,34.708,34.269
13354,34.666,34.344
13355,34.722,34.227
13356,34.782,34.236
13357,34.759,34.18
13358,34.796,34.171
13359,34.778,34.274
13360,34.829,34.292
13361,34.801,34.283
13362,34.805,34.325
13363,34.829,34.339
13364,34.782,34.283
13365,34.787,34.236
13366,34.778,34.302
13367,34.801,34.255
13368,34.833,34.288
13369,34.829,34.288
13370,34.791,34.292
13371,34.778,34.386
13372,34.754,34.227
13373,34.787,34.213
13374,34.815,34.325
13375,34.801,34.339
13376,34.833,34.269
13377,34.824,34.203
13378,34.857,34.414
13379,34.722,34.325
13380,34.74,34.297
13381,34.759,34.288
13382,34.773,34.274
13383,34.796,34.288
13384,34.717,34.213
13385,34.731,34.297
13386,34.726,34.302
13387,34.787,34.208
13388,34.675,34.096
13389,34.708,34.222
13390,34.838,34.246
13391,34.778,34.269
13392,34.805,34.297
13393,34.74,34.18
13394,34.833,34.217
13395,34.787,34.147
13396,34.782,34.306
13397,34.778,34.297
13398,34.778,34.292
13399,34.768,34.278
13400,34.782,34.227
13401,34.782,34.189
13402,34.801,34.236
13403,34.838,34.208
13404,34.843,34.236
13405,34.768,34.213
13406,34.815,34.208
13407,34.736,34.175
13408,34.731,34.232
13409,34.768,34.236
13410,34.778,34.269
13411,34.843,34.241
13412,34.866,34.147
13413,34.819,34.147
13414,34.857,34.1
13415,34.833,34.11
13416,34.866,34.11
13417,34.815,34.157
13418,34.787,34.302
13419,34.787,34.306
13420,34.74,34.264
13421,34.712,34.302
13422,34.754,34.311
13423,34.773,34.339
13424,34.805,34.255
13425,34.791,34.241
13426,34.764,34.175
13427,34.74,34.194
13428,34.703,34.203
13429,34.773,34.166
13430,34.764,34.189
13431,34.81,34.274
13432,34.805,34.194
13433,34.764,34.147
13434,34.726,34.241
13435,34.787,34.381
13436,34.764,34.311
13437,34.787,34.175
13438,34.731,34.166
13439,34.754,34.246
13440,34.717,34.241
13441,34.736,34.232
13442,34.764,34.203
13443,34.754,34.222
13444,34.74,34.217
13445,34.75,34.26
13446,34.768,34.25
13447,34.805,34.25
13448,34.712,34.213
13449,34.717,34.297
13450,34.791,34.274
13451,34.903,34.25
13452,34.852,34.278
13453,34.819,34.362
13454,34.843,34.288
13455,34.829,34.246
13456,34.852,34.344
13457,34.833,34.353
13458,34.778,34.236
13459,34.796,34.325
13460,34.791,34.334
13461,34.778,34.306
13462,34.81,34.302
13463,34.773,34.334
13464,34.815,34.32
13465,34.773,34.39
13466,34.815,34.362
13467,34.791,34.264
13468,34.801,34.278
13469,34.778,34.213
13470,34.857,34.292
13471,34.791,34.362
13472,34.791,34.344
13473,34.801,34.241
13474,34.731,34.222
13475,34.759,34.316
13476,34.796,34.274
13477,34.778,34.311
13478,34.829,34.232
13479,34.833,34.264
13480,34.857,34.292
13481,34.787,34.33
13482,34.843,34.217
13483,34.81,34.33
13484,34.829,34.306
13485,34.852,34.33
13486,34.847,34.26
13487,34.847,34.283
13488,34.731,34.246
13489,34.796,34.292
13490,34.782,34.241
13491,34.843,34.208
13492,34.824,34.18
13493,34.819,34.199
13494,34.773,34.264
13495,34.791,34.283
13496,34.81,34.302
13497,34.847,34.32
13498,34.801,34.334
13499,34.791,34.386
13500,34.852,34.222
13501,34.875,34.26
13502,34.829,34.306
13503,34.833,34.353
13504,34.829,34.32
13505,34.736,34.288
13506,34.805,34.222
13507,34.787,34.269
13508,34.815,34.297
13509,34.843,34.316
13510,34.805,34.288
13511,34.778,34.255
13512,34.805,34.297
13513,34.801,34.232
13514,34.787,34.166
13515,34.782,34.269
13516,34.787,34.306
13517,34.838,34.246
13518,34.801,34.25
13519,34.819,34.362
13520,34.829,34.353
13521,34.782,34.306
13522,34.782,34.325
13523,34.796,34.348
13524,34.754,34.311
13525,34.796,34.311
13526,34.847,34.302
13527,34.824,34.325
13528,34.754,34.344
13529,34.731,34.339
13530,34.75,34.278
13531,34.787,34.311
13532,34.773,34.316
13533,34.75,34.32
13534,34.778,34.372
13535,34.745,34.302
13536,34.745,34.236
13537,34.773,34.274
13538,34.722,34.25
13539,34.815,34.32
13540,34.796,34.381
13541,34.838,34.213
13542,34.764,34.274
13543,34.726,34.386
13544,34.708,34.292
13545,34.773,34.222
13546,34.764,34.33
13547,34.726,34.334
13548,34.805,34.325
13549,34.843,34.297
13550,34.819,34.26
13551,34.726,34.217
13552,34.75,34.213
13553,34.801,34.18
13554,34.801,34.166
13555,34.829,34.208
13556,34.819,34.292
13557,34.833,34.288
13558,34.81,34.274
13559,34.796,34.255
13560,34.778,34.246
13561,34.796,34.18
13562,34.847,34.185
13563,34.81,34.189
13564,34.796,34.203
13565,34.773,34.283
13566,34.843,34.302
13567,34.833,34.227
13568,34.847,34.278
13569,34.833,34.241
13570,34.805,34.222
13571,34.787,34.255
13572,34.805,34.288
13573,34.791,34.274
13574,34.787,34.194
13575,34.754,34.199
13576,34.754,34.227
13577,34.736,34.194
13578,34.773,34.232
13579,34.745,34.32
13580,34.778,34.232
13581,34.722,34.166
13582,34.745,34.246
13583,34.703,34.241
13584,34.736,34.185
13585,34.754,34.26
13586,34.736,34.264
13587,34.698,34.213
13588,34.75,34.292
13589,34.68,34.171
13590,34.698,34.166
13591,34.694,34.166
13592,34.689,34.189
13593,34.684,34.208
13594,34.75,34.199
13595,34.712,34.147
13596,34.778,34.161
13597,34.768,34.147
13598,34.754,34.269
13599,34.736,34.161
13600,34.712,34.072
13601,34.708,34.091
13602,34.684,34.115
13603,34.726,34.138
13604,34.74,34.166
13605,34.778,34.241
13606,34.736,34.217
13607,34.614,34.166
13608,34.61,34.203
13609,34.596,34.133
13610,34.694,34.194
13611,34.689,34.18
13612,34.689,34.124
13613,34.694,34.283
13614,34.717,34.278
13615,34.675,34.246
13616,34.67,34.171
13617,34.67,34.208
13618,34.703,34.208
13619,34.689,34.274
13620,34.684,34.115
13621,34.754,34.232
13622,34.722,34.199
13623,34.703,34.18
13624,34.764,34.124
13625,34.731,34.236
13626,34.661,34.236
13627,34.694,34.194
13628,34.67,34.147
13629,34.712,34.199
13630,34.712,34.18
13631,34.712,34.147
13632,34.717,34.157
13633,34.675,34.138
13634,34.67,34.058
13635,34.68,34.086
13636,34.726,34.152
13637,34.708,34.185
13638,34.563,34.082
13639,34.694,34.152
13640,34.656,34.129
13641,34.638,34.086
13642,34.731,34.157
13643,34.652,34.213
13644,34.708,34.147
13645,34.67,34.203
13646,34.708,34.138
13647,34.684,34.152
13648,34.633,34.152
13649,34.726,34.236
13650,34.712,34.26
13651,34.666,34.208
13652,34.694,34.04
13653,34.652,34.222
13654,34.619,34.232
13655,34.68,34.199
13656,34.656,34.115
13657,34.652,34.04
13658,34.666,34.072
13659,34.642,34.129
13660,34.68,34.115
13661,34.661,34.077
13662,34.689,34.194
13663,34.656,34.18
13664,34.628,34.166
13665,34.619,34.147
13666,34.652,34.086
13667,34.614,34.068
13668,34.596,34.072
13669,34.614,34.115
13670,34.619,34.049
13671,34.61,34.03
13672,34.628,34.058
13673,34.614,34.063
13674,34.661,34.04
13675,34.652,33.965
13676,34.675,34.044
13677,34.633,34.007
13678,34.684,34.04
13679,34.666,34.058
13680,34.652,34.058
13681,34.591,34.068
13682,34.666,34.194
13683,34.675,34.143
13684,34.591,34.063
13685,34.666,34.026
13686,34.703,34.007
13687,34.675,34.04
13688,34.68,34.063
13689,34.852,34.129
13690,34.866,34.147
13691,34.843,34.26
13692,34.796,34.255
13693,34.81,34.161
13694,34.815,34.185
13695,34.778,34.241
13696,34.805,34.217
13697,34.796,34.129
13698,34.829,34.217
13699,34.815,34.189
13700,34.824,34.288
13701,34.796,33.993
13702,34.81,34.194
13703,34.759,34.152
13704,34.773,34.194
13705,34.754,34.199
13706,34.833,34.1
13707,34.819,34.138
13708,34.791,34.283
13709,34.838,34.246
13710,34.754,34.227
13711,34.833,34.246
13712,34.74,34.288
13713,34.759,34.26
13714,34.764,34.217
13715,34.778,34.143
13716,34.745,34.129
13717,34.787,34.194
13718,34.796,34.208
13719,34.74,34.133
13720,34.74,34.241
13721,34.791,34.306
13722,34.787,34.217
13723,34.68,34.269
13724,34.703,34.255
13725,34.717,34.143
13726,34.717,34.217
13727,34.754,34.232
13728,34.824,34.264
13729,34.819,34.203
13730,34.717,34.264
13731,34.694,34.185
13732,34.745,34.217
13733,34.801,34.171
13734,34.722,34.208
13735,34.75,34.283
13736,34.787,34.194
13737,34.796,34.18
13738,34.754,34.213
13739,34.745,34.288
13740,34.778,34.26
13741,34.759,34.302
13742,34.754,34.26
13743,34.722,34.241
13744,34.736,34.217
13745,34.736,34.213
13746,34.74,34.133
13747,34.74,34.274
13748,34.731,34.166
13749,34.796,34.274
13750,34.722,34.269
13751,34.764,34.25
13752,34.736,34.189
13753,34.703,34.222
13754,34.754,34.241
13755,34.759,34.133
13756,34.754,34.339
13757,34.731,34.306
13758,34.74,34.18
13759,34.796,34.175
13760,34.847,34.241
13761,34.787,34.278
13762,34.773,34.11
13763,34.745,34.367
13764,34.74,34.302
13765,34.754,34.264
13766,34.791,34.124
13767,34.745,34.147
13768,34.736,34.152
13769,34.74,34.194
13770,34.745,34.189
13771,34.754,34.194
13772,34.717,34.203
13773,34.791,34.194
13774,34.838,34.222
13775,34.754,34.278
13776,34.778,34.199
13777,34.745,34.227
13778,34.736,34.236
13779,34.778,34.283
13780,34.754,34.241
13781,34.829,34.264
13782,34.847,34.241
13783,34.819,34.213
13784,34.796,34.241
13785,34.815,34.274
13786,34.815,34.208
13787,34.791,34.232
13788,34.773,34.208
13789,34.796,34.274
13790,34.778,34.246
13791,34.857,34.241
13792,34.81,34.222
13793,34.81,34.232
13794,34.829,34.325
13795,34.805,34.325
13796,34.889,34.297
13797,34.833,34.203
13798,34.829,34.227
13799,34.801,34.208
13800,34.903,34.194
13801,34.88,34.185
13802,34.782,34.283
13803,34.866,34.217
13804,34.778,34.274
13805,34.787,34.217
13806,34.857,34.189
13807,34.903,34.236
13808,34.857,34.222
13809,34.787,34.217
13810,34.75,34.199
13811,34.791,34.213
13812,34.787,34.189
13813,34.81,34.133
13814,34.903,34.311
13815,34.857,34.269
13816,34.801,34.283
13817,34.722,34.246
13818,34.815,34.334
13819,34.726,34.269
13820,34.833,34.208
13821,34.838,34.311
13822,34.857,34.25
13823,34.843,34.255
13824,34.796,34.274
13825,34.787,34.232
13826,34.801,34.217
13827,34.782,34.203
13828,34.94,34.208
13829,34.791,34.18
13830,34.838,34.213
13831,34.866,34.269
13832,34.764,34.232
13833,34.866,34.232
13834,34.861,34.269
13835,34.791,34.339
13836,34.847,34.339
13837,34.903,34.217
13838,34.791,34.32
13839,34.754,34.278
13840,34.801,34.311
13841,34.838,34.222
13842,34.838,34.232
13843,34.866,34.232
13844,34.875,34.255
13845,34.88,34.288
13846,34.857,34.161
13847,34.847,34.161
13848,34.861,34.236
13849,34.875,34.175
13850,34.843,34.072
13851,34.824,34.222
13852,34.889,34.194
13853,34.843,34.222
13854,34.833,34.26
13855,34.847,34.086
13856,34.782,34.199
13857,34.805,34.297
13858,34.908,34.283
13859,34.871,34.236
13860,34.787,34.246
13861,34.796,34.297
13862,34.815,34.232
13863,34.796,34.227
13864,34.787,34.283
13865,34.722,34.26
13866,34.866,34.222
13867,34.838,34.213
13868,34.782,34.213
13869,34.898,34.236
13870,34.829,34.175
13871,34.824,34.274
13872,34.778,34.278
13873,34.787,34.246
13874,34.852,34.189
13875,34.829,34.189
13876,34.866,34.147
13877,34.81,34.143
13878,34.81,34.189
13879,34.833,34.185
13880,34.819,34.199
13881,34.801,34.129
13882,34.787,34.316
13883,34.787,34.213
13884,34.805,34.185
13885,34.843,34.161
13886,34.871,34.232
13887,34.833,34.255
13888,34.81,34.264
13889,34.829,34.194
13890,34.852,34.232
13891,34.861,34.236
13892,34.824,34.208
13893,34.773,34.241
13894,34.843,34.26
13895,34.861,34.222
13896,34.829,34.194
13897,34.875,34.222
13898,34.871,34.222
13899,34.903,34.334
13900,34.903,34.339
13901,34.903,34.175
13902,34.889,34.325
13903,34.908,34.288
13904,34.833,34.171
13905,34.847,34.18
13906,34.912,34.232
13907,34.805,34.246
13908,34.908,34.325
13909,34.81,34.236
13910,34.833,34.255
13911,34.796,34.194
13912,34.857,34.255
13913,34.885,34.227
13914,34.88,34.157
13915,34.94,34.147
13916,34.843,34.189
13917,34.861,34.288
13918,34.847,34.166
13919,34.843,34.26
13920,34.912,34.208
13921,34.847,34.255
13922,34.833,34.175
13923,34.871,34.274
13924,34.838,34.246
13925,34.852,34.199
13926,34.852,34.255
13927,35.005,34.203
13928,34.852,34.203
13929,34.954,34.32
13930,34.931,34.283
13931,34.908,34.208
13932,34.861,34.189
13933,34.866,34.185
13934,34.875,34.232
13935,34.866,34.194
13936,34.889,34.194
13937,34.889,34.283
13938,34.898,34.269
13939,34.982,34.232
13940,34.871,34.232
13941,34.866,34.241
13942,34.824,34.18
13943,34.833,34.18
13944,34.917,34.222
13945,34.903,34.213
13946,34.894,34.236
13947,34.894,34.255
13948,34.829,34.255
13949,34.885,34.18
13950,34.871,34.208
13951,34.847,34.227
13952,34.861,34.278
13953,34.852,34.189
13954,34.74,34.133
13955,34.736,34.124
13956,34.712,34.002
13957,34.74,34.068
13958,34.736,34.049
13959,34.722,34.203
13960,34.689,34.129
13961,34.787,34.054
13962,34.782,34.063
13963,34.726,34.068
13964,34.74,34.054
13965,34.694,34.021
13966,34.666,34.091
13967,34.736,34.072
13968,34.745,34.072
13969,34.759,34.058
13970,34.75,34.152
13971,34.74,34.049
13972,34.74,34.143
13973,34.759,34.138
13974,34.759,34.058
13975,34.768,34.054
13976,34.68,34.115
13977,34.731,34.026
13978,34.726,34.021
13979,34.666,34.1
13980,34.722,34.133
13981,34.68,34.129
13982,34.722,34.129
13983,34.759,34.11
13984,34.684,34.124
13985,34.74,34.133
13986,34.619,34.147
13987,34.694,34.129
13988,34.666,34.115
13989,34.745,34.072
13990,34.708,34.124
13991,34.764,34.035
13992,34.698,34.082
13993,34.712,34.054
13994,34.694,34.143
13995,34.764,34.072
13996,34.694,34.035
13997,34.694,33.955
13998,34.731,34.072
13999,34.703,34.096
14000,34.722,34.011
14001,34.666,34.105
14002,34.698,34.077
14003,34.675,34.11
14004,34.619,34.044
14005,34.694,34.068
14006,34.666,34.054
14007,34.712,34.021
14008,34.675,34.049
14009,34.647,34.1
14010,34.684,34.049
14011,34.712,34.091
14012,34.75,33.965
14013,34.726,34.007
14014,34.722,34.026
14015,34.722,34.063
14016,34.675,34.086
14017,34.638,34.1
14018,34.768,34.021
14019,34.773,34.105
14020,34.703,34.054
14021,34.736,34.049
14022,34.731,33.96
14023,34.736,33.951
14024,34.722,33.899
14025,34.75,34.016
14026,34.586,34.086
14027,34.652,34.171
14028,34.726,34.082
14029,34.684,33.918
14030,34.722,34.002
14031,34.638,34.03
14032,34.694,34.035
14033,34.684,34.086
14034,34.703,34.091
14035,34.684,34.04
14036,34.75,34.063
14037,34.731,34.082
14038,34.754,33.988
14039,34.773,33.983
14040,34.731,33.974
14041,34.787,34.091
14042,34.703,34.077
14043,34.75,34.082
14044,34.722,34.11
14045,34.628,34.054
14046,34.652,34.026
14047,34.754,34.138
14048,34.787,34.152
14049,34.861,34.203
14050,34.871,34.241
14051,34.861,34.133
14052,34.861,34.213
14053,34.95,34.241
14054,34.866,34.241
14055,34.833,34.119
14056,34.898,34.288
14057,34.903,34.217
14058,34.782,34.166
14059,34.805,34.161
14060,34.838,34.175
14061,34.931,34.185
14062,34.805,34.189
14063,34.838,34.161
14064,34.731,34.232
14065,34.796,34.213
14066,34.833,34.241
14067,34.88,34.054
14068,34.768,34.194
14069,34.815,34.269
14070,34.791,34.236
14071,34.754,34.129
14072,34.815,34.157
14073,34.819,34.26
14074,34.931,34.161
14075,34.782,34.124
14076,34.833,34.213
14077,34.88,34.161
14078,34.866,34.058
14079,34.871,34.143
14080,34.894,34.147
14081,34.843,34.072
14082,34.894,34.063
14083,34.866,34.171
14084,34.857,34.068
14085,34.824,34.035
14086,34.857,34.138
14087,34.838,34.119
14088,34.898,34.166
14089,34.782,34.157
14090,34.81,34.129
14091,34.829,34.115
14092,34.829,34.152
14093,34.926,34.096
14094,34.722,34.03
14095,34.75,34.129
14096,34.838,34.138
14097,34.833,34.147
14098,34.852,34.213
14099,34.81,34.185
14100,34.796,34.175
14101,34.81,34.096
14102,34.833,34.086
14103,34.805,34.035
14104,34.796,34.007
14105,34.801,33.988
14106,34.805,34.082
14107,34.857,34.185
14108,34.843,34.119
14109,34.824,34.152
14110,34.801,34.03
14111,34.773,34.129
14112,34.838,34.166
14113,34.866,34.18
14114,34.778,34.105
14115,34.736,33.969
14116,34.754,33.974
14117,34.708,33.955
14118,34.652,33.993
14119,34.689,34.007
14120,34.675,34.04
14121,34.684,34.016
14122,34.717,34.011
14123,34.731,34.026
14124,34.708,34.086
14125,34.689,34.011
14126,34.726,34.143
14127,34.717,34.11
14128,34.708,34.035
14129,34.708,34.11
14130,34.764,34.026
14131,34.712,34.007
14132,34.736,34.03
14133,34.764,33.974
14134,34.773,34.138
14135,34.778,33.983
14136,34.726,34.021
14137,34.712,34.049
14138,34.703,34.002
14139,34.68,34.077
14140,34.638,34.11
14141,34.642,34.054
14142,34.689,34.063
14143,34.656,33.955
14144,34.694,34.002
14145,34.67,34.007
14146,34.68,33.974
14147,34.726,33.96
14148,34.698,33.965
14149,34.759,34.011
14150,34.759,34.091
14151,34.703,34.063
14152,34.736,33.885
14153,34.75,34.077
14154,34.605,34.072
14155,34.67,34.105
14156,34.582,33.974
14157,34.647,33.979
14158,34.638,33.941
14159,34.722,33.979
14160,34.717,34.035
14161,34.722,33.974
14162,34.666,33.979
14163,34.722,33.852
14164,34.717,34.011
14165,34.689,34.082
14166,34.717,34.063
14167,34.652,33.913
14168,34.75,34.096
14169,34.731,34.04
14170,34.754,34.063
14171,34.684,33.979
14172,34.717,34.072
14173,34.722,34.189
14174,34.712,34.129
14175,34.722,34.161
14176,34.745,34.213
14177,34.712,34.166
14178,34.722,34.058
14179,34.773,34.035
14180,34.778,34.119
14181,34.754,34.199
14182,34.712,34.147
14183,34.805,34.04
14184,34.74,34.035
14185,34.754,34.232
14186,34.689,34.138
14187,34.722,34.189
14188,34.759,34.105
14189,34.731,34.119
14190,34.791,34.129
14191,34.717,34.119
14192,34.703,34.044
14193,34.712,34.138
14194,34.666,34.054
14195,34.684,34.035
14196,34.759,34.04
14197,34.712,34.054
14198,34.698,34.044
14199,34.736,34.054
14200,34.764,34.068
14201,34.712,34.049
14202,34.708,34.026
14203,34.81,34.086
14204,34.712,34.086
14205,34.684,34.115
14206,34.726,33.955
14207,34.656,34.016
14208,34.717,34.082
14209,34.74,34.086
14210,34.805,33.965
14211,34.815,33.979
14212,34.829,34.138
14213,34.74,34.03
14214,34.778,33.974
14215,34.791,34.04
14216,34.791,34.016
14217,34.833,34.011
14218,34.782,34.002
14219,34.791,34.068
14220,34.768,34.068
14221,34.708,34.049
14222,34.805,34.002
14223,34.88,34.026
14224,34.773,34.068
14225,34.74,33.997
14226,34.717,33.997
14227,34.717,34.124
14228,34.731,34.105
14229,34.712,34.03
14230,34.661,34.007
14231,34.712,34.011
14232,34.675,33.997
14233,34.75,34.072
14234,34.75,34.133
14235,34.731,34.086
14236,34.745,34.044
14237,34.684,34.04
14238,34.74,34.077
14239,34.861,34.068
14240,34.745,34.035
14241,34.791,34.04
14242,34.787,34.054
14243,34.768,34.058
14244,34.745,34.091
14245,34.68,34.147
14246,34.703,34.03
14247,34.68,34.11
14248,34.656,34.171
14249,34.708,34.068
14250,34.74,34.058
14251,34.666,34.044
14252,34.647,34.002
14253,34.703,34.002
14254,34.717,34.077
14255,34.712,34.11
14256,34.656,34.161
14257,34.652,34.077
14258,34.722,34.011
14259,34.633,34.049
14260,34.684,34.026
14261,34.666,33.955
14262,34.582,33.913
14263,34.605,33.861
14264,34.642,34.058
14265,34.628,33.955
14266,34.689,34.011
14267,34.689,33.918
14268,34.712,33.927
14269,34.656,33.951
14270,34.6,33.988
14271,34.638,33.965
14272,34.605,34.002
14273,34.619,34.04
14274,34.628,34.1
14275,34.572,34.007
14276,34.591,33.941
14277,34.666,34.035
14278,34.591,34.016
14279,34.675,33.997
14280,34.633,34.115
14281,34.652,34.086
14282,34.624,34.04
14283,34.675,34.035
14284,34.605,33.927
14285,34.675,33.927
14286,34.703,33.932
14287,34.722,33.936
14288,34.652,33.951
14289,34.652,33.946
14290,34.628,33.96
14291,34.554,33.993
14292,34.586,34.021
14293,34.712,34.054
14294,34.6,34.091
14295,34.628,34.096
14296,34.6,33.988
14297,34.661,34.105
14298,34.633,34.143
14299,34.619,34.086
14300,34.698,34.054
14301,34.661,33.997
14302,34.67,34.072
14303,34.703,34.021
14304,34.731,34.077
14305,34.67,34.035
14306,34.684,34.03
14307,34.624,34.072
14308,34.675,34.096
14309,34.642,34.119
14310,34.666,34.049
14311,34.708,34.007
14312,34.703,33.96
14313,34.642,33.969
14314,34.652,34.016
14315,34.661,34.063
14316,34.745,34.044
14317,34.619,34.035
14318,34.624,34.021
14319,34.642,34.021
14320,34.712,33.969
14321,34.661,34.026
14322,34.67,34.115
14323,34.61,34.077
14324,34.628,34.058
14325,34.666,34.082
14326,34.689,34.058
14327,34.666,34.105
14328,34.628,34.161
14329,34.624,34.147
14330,34.558,34.072
14331,34.638,34.068
14332,34.684,34.175
14333,34.619,34.063
14334,34.652,34.129
14335,34.61,34.143
14336,34.675,34.021
14337,34.703,34.054
14338,34.67,34.119
14339,34.614,34.082
14340,34.605,34.058
14341,34.684,34.063
14342,34.712,34.058
14343,34.796,34.105
14344,34.661,34.171
14345,34.694,34.269
14346,34.68,34.185
14347,34.768,34.152
14348,34.726,34.1
14349,34.75,34.189
14350,34.68,34.119
14351,34.731,34.082
14352,34.684,34.115
14353,34.642,34.082
14354,34.694,34.213
14355,34.722,34.175
14356,34.708,34.161
14357,34.754,34.227
14358,34.736,34.044
14359,34.717,34.049
14360,34.717,34.208
14361,34.722,34.185
14362,34.745,34.147
14363,34.689,34.241
14364,34.773,34.203
14365,34.791,34.18
14366,34.689,34.068
14367,34.68,34.105
14368,34.731,34.086
14369,34.67,34.11
14370,34.75,34.068
14371,34.745,34.115
14372,34.768,34.091
14373,34.815,34.217
14374,34.791,34.189
14375,34.638,34.049
14376,34.666,34.166
14377,34.708,34.105
14378,34.782,34.026
14379,34.656,34.143
14380,34.791,34.152
14381,34.815,34.105
14382,34.815,34.082
14383,34.722,34.091
14384,34.675,34.203
14385,34.68,34.185
14386,34.703,34.157
14387,34.703,34.213
14388,34.675,34.161
14389,34.694,34.194
14390,34.773,34.091
14391,34.791,34.11
14392,34.764,34.096
14393,34.754,34.189
14394,34.745,34.115
14395,34.764,34.096
14396,34.805,34.147
14397,34.773,34.171
14398,34.726,34.119
14399,34.778,34.306
14400,34.712,34.255
14401,34.815,34.194
14402,34.754,34.18
14403,34.74,34.133
14404,34.74,34.199
14405,34.815,34.241
14406,34.81,34.18
14407,34.675,34.269
14408,34.656,34.199
14409,34.764,34.255
14410,34.782,34.26
14411,34.745,34.255
14412,34.717,34.18
14413,34.778,34.241
14414,34.778,34.166
14415,34.764,34.189
14416,34.722,34.283
14417,34.703,34.208
14418,34.754,34.311
14419,34.722,34.25
14420,34.698,34.208
14421,34.857,34.203
14422,34.852,34.274
14423,34.829,34.203
14424,34.903,34.208
14425,34.857,34.086
14426,34.838,34.232
14427,34.745,34.227
14428,34.745,34.232
14429,34.764,34.325
14430,34.759,34.26
14431,34.764,34.232
14432,34.857,34.246
14433,34.819,34.288
14434,34.796,34.339
14435,34.754,34.339
14436,34.773,34.232
14437,34.754,34.161
14438,34.908,34.25
14439,34.898,34.274
14440,34.829,34.311
14441,34.829,34.26
14442,34.768,34.208
14443,34.796,34.236
14444,34.871,34.208
14445,34.815,34.334
14446,34.778,34.302
14447,34.778,34.325
14448,34.791,34.246
14449,34.787,34.208
14450,34.712,34.171
14451,34.726,34.199
14452,34.726,34.208
14453,34.754,34.203
14454,34.81,34.25
14455,34.829,34.278
14456,34.787,34.213
14457,34.759,34.147
14458,34.722,34.236
14459,34.759,34.161
14460,34.75,34.157
14461,34.801,34.241
14462,34.801,34.246
14463,34.824,34.274
14464,34.81,34.133
14465,34.764,34.175
14466,34.75,34.246
14467,34.791,34.166
14468,34.796,34.138
14469,34.81,34.217
14470,34.731,34.255
14471,34.829,34.278
14472,34.801,34.124
14473,34.778,34.166
14474,34.791,34.161
14475,34.74,34.161
14476,34.815,34.208
14477,34.75,34.18
14478,34.787,34.18
14479,34.843,34.227
14480,34.815,34.213
14481,34.698,34.241
14482,34.847,34.255
14483,34.764,34.213
14484,34.833,34.222
14485,34.791,34.199
14486,34.754,34.278
14487,34.838,34.269
14488,34.861,34.208
14489,34.922,34.157
14490,34.833,34.166
14491,34.81,34.217
14492,34.773,34.175
14493,34.843,34.236
14494,34.819,34.217
14495,34.796,34.166
14496,34.922,34.283
14497,34.773,34.274
14498,34.852,34.297
14499,34.852,34.269
14500,34.791,34.236
14501,34.843,34.297
14502,34.805,34.232
14503,34.773,34.246
14504,34.819,34.236
14505,34.917,34.255
